Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2414895732,11.2023,Not assigned,#,I,?L4 $?:n? 26346413,36130100,01_TGS,#,7495188,TCI,#,YK,1554,PR of China,1,"31,944.64","28,269.59",1 AU,,,,,,,,,,,,,,,
P1/2414895790,11.2023,Not assigned,#,I,"LAMP, LED LIGHT FITTING, 42W, 5000K, EX",27110000,01_TGS,#,7203702,TTI,#,YK,422,Thailand,2,"24,137.08","24,137.08",71 SET,,,,,,,,,,,,,,,
P1/2414895792,11.2023,Not assigned,#,I,"SAFETY SHIELD""RAMCO"" 150# FLANGE 1""",40020000,01_TGS,13906,7198292,TTI,#,NB,422,Thailand,1,"1,825.90","1,825.90",50 PCE,,,,,,,,,,,,,,,
P1/2414895792,11.2023,Not assigned,#,I,"SAFETY SHIELD""RAMCO"" 150# FLANGE 2""",40020000,01_TGS,13357,7198292,TTI,#,NB,422,Thailand,1,"2,553.63","2,553.63",60 PCE,,,,,,,,,,,,,,,
P1/2414895792,11.2023,Not assigned,#,I,"SAFETY SHIELD""RAMCO"" 150#,FLANGE 3""",40020000,01_TGS,13358,7198292,TTI,#,NB,422,Thailand,1,"2,364.47","2,364.47",50 PCE,,,,,,,,,,,,,,,
P1/2414895818,11.2023,Not assigned,#,I,BAG FILTER CAOBISC-E351-TW01-FA003,36109206,01_TGS,#,7408296,TCI,#,YK,1554,PR of China,1,"8,414.60","7,446.55",1 SET,,,,,,,,,,,,,,,
P1/2414895818,11.2023,Not assigned,#,I,BAG FILTER CAOBISC-E351-TW01-FA004,36109206,01_TGS,#,7408296,TCI,#,YK,1554,PR of China,1,"8,414.60","7,446.55",1 SET,,,,,,,,,,,,,,,
P1/2414895818,11.2023,Not assigned,#,I,BAG FILTER CAOBISC-E351-TW01-FA005,36109206,01_TGS,#,7408296,TCI,#,YK,1554,PR of China,1,"8,414.60","7,446.55",1 SET,,,,,,,,,,,,,,,
P1/2414895818,11.2023,Not assigned,#,I,BAG FILTER CAOBISC-E351-TW01-FA006,36109206,01_TGS,#,7408296,TCI,#,YK,1554,PR of China,1,"8,414.60","7,446.55",1 SET,,,,,,,,,,,,,,,
P1/2414895819,11.2023,Not assigned,#,I,HIRSCHMANN ROTARUS-E351-TW01-F,32019900,01_TGS,#,7833977,TCR,#,NB,1324,PR of China,1,"11,728.86","11,728.86",2 PCE,,,,,,,,,,,,,,,
P1/2414896005,11.2023,4600018633,X,D,Q?S&,20360104,01_IAP,59957264,7848930,TCY,#,NB,1705,PR of China,1,"2,023.65","1,790.84",30 ROL,,,,,,,,,,,,,,,
P1/2414896005,11.2023,4600018633,X,D, ?? (5KG),20270104,01_IAP,85012399,7848930,TCY,#,NB,1705,PR of China,1,374.18,331.14,40 ROL,,,,,,,,,,,,,,,
P1/2414896075,11.2023,Not assigned,#,I,ID  ,27390000,01_TGS,#,7177586,TCI,F,ZAR,1554,PR of China,1,"6,912.27","6,117.05","4,000 EA",,,,,,,,,,,,,,,
P1/2414896134,11.2023,4600018486,X,D,"AMMONIA HYDROXIDE 25%    0000,00 KG T01",38060102,01_I&E,440087,9531521,TCF,#,NB,1175,PR of China,1,"2,917.07","2,917.07","7,000 KG",,,,,,,,,,,,,,,
P1/2414896166,11.2023,Not assigned,#,I,PYTHON REOURCE FOR PRDC LH ROLL OUT,25261200,01_BSP,#,11262742,TCS,F,ZAR,1848,PR of China,1,"66,388.26","66,388.26",1 AU,,,,,,,,,,,,,,,
P1/2414896223,11.2023,Not assigned,X,I,BQ1KMG,23079100,01_TGS,#,5007915,TTI,C,EC,422,Thailand,1,"5,768.03","5,768.03",1 EA,,,,,,,,,,,,,,,
P1/2414896289,11.2023,4600013399,X,I,ELECTRICAL EX-PROOF LEGAL INSPECTION 3Y,25141200,01_TGS,#,7104196,TCI,#,YK,1554,PR of China,1,"6,612.28","6,612.28",1 AU,,,,,,,,,,,,,,,
P1/2414897210,11.2023,Not assigned,#,I,??h?,??F????2023.11.16,40020000,01_TGS,#,7782706,TCI,#,YK,1554,PR of China,1,"14,706.14","14,706.14",1 SET,,,,,,,,,,,,,,
P1/2414897230,11.2023,Not assigned,#,I,MM Dassigned0?20,22120200,01_TGS,#,11415247,TWI,#,YK,1105,Taiwan,1,"6,220.90","6,220.90",1 AU,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"CONVEYING ELEMENT,SFE/PNW42*9D(SET OF 1)",36130100,01_TGS,776,5083911,TTI,#,NB,422,Thailand,1,"12,765.99","12,455.40",4 SET,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"ELEMENT,CONVEYING:EAZ-50/1/2, MAT:Z44",36130100,01_TGS,84542157,5083911,TTI,#,NB,422,Thailand,1,"2,474.43","2,163.84",12 PCE,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"KNEADING B.,EAZ-KB30/5/45L/23E/15-D,Z44",36130100,01_TGS,84542173,5083911,TTI,#,NB,422,Thailand,1,768.75,458.16,2 PCE,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"KNEADING BLOCK,EAZ-KB50/5/45L,Z44",36130100,01_TGS,84542165,5083911,TTI,#,NB,422,Thailand,1,"1,256.35",945.76,4 PCE,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"TOOTHED BLOCK,AZ-ZB30/3/3/10L,Z10",36130100,01_TGS,84541983,5083911,TTI,#,NB,422,Thailand,1,548.87,238.28,1 PCE,,,,,,,,,,,,,,,
P1/2414897290,11.2023,Not assigned,#,I,"TOOTHED BLOCK,AZ-ZB30/3/3/10R,Z10",36130100,01_TGS,84542084,5083911,TTI,#,NB,422,Thailand,1,548.87,238.28,1 PCE,,,,,,,,,,,,,,,
P1/2414897292,11.2023,Not assigned,#,I,"VFD,SINAMICS,G150,250KW,400V,EXTRUDER L8",27020000,01_TGS,341624,11281097,TTI,#,NB,422,Thailand,1,"42,331.18","42,331.18",1 SET,,,,,,,,,,,,,,,
P1/2414897307,11.2023,Not assigned,#,I,ER22PA001ned7G150,250KW,400V,EX,36419900,01_TGS,#,7522173,TCI,#,YK,1554,PR of China,1,"16,643.99","16,643.99",1 AU,,,,,,,,,,,,
P1/2414897319,11.2023,Not assigned,#,I,"SCREEN MESH,2500X1400MM,400V,EXT",36129000,01_TGS,338556,7335580,TCI,#,NB,1554,PR of China,1,"6,462.30","5,718.85",1 PCE,,,,,,,,,,,,,,,
P1/2414897330,11.2023,Not assigned,#,I,MAAGassigned0500X14,36180000,01_TGS,#,7695770,TCI,#,YK,1554,PR of China,1,,,1 AU,,,,,,,,,,,,,,,
P1/2414897330,11.2023,Not assigned,#,I,SITE SERVICE RATE FOR CHINESE ENGINEER,36180000,01_TGS,#,7695770,TCI,#,YK,1554,PR of China,1,,,1 AU,,,,,,,,,,,,,,,
P1/2414897330,11.2023,Not assigned,#,I,?bQh?G?9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,36180000,01_TGS,#,7695770,TCI,#,YK,1554,PR of China,1,,,1 AU,,,,,,,,,,,,,,,,,,,,
P1/2414897371,11.2023,4600011509,#,D,? 1000X1100X10MM,20370402,01_IAP,20354,8006144,TCD,#,NB,1554,PR of China,1,"3,400.50","3,009.29","2,000 PCE",,,,,,,,,,,,,,,
P1/2414897682,11.2023,Not assigned,#,I,MIXER;signed2X10MMFOR CHINESE ENGIN,36419100,01_TGS,80925922,7394752,TCI,#,NB,1554,PR of China,1,"25,230.39","25,230.39",1 PCE,,,,,,,,,,,,,,,
P1/2414897739,11.2023,4600015357,X,I,LSC_CPD_REPALCE MELT FILTER L8,22100100,01_TGS,#,9531494,TCI,#,YM,1554,PR of China,1,"7,918.76","7,918.76",1 AU,,,,,,,,,,,,,,,
P1/2414897775,11.2023,Not assigned,#,I,SERVICE BATTERY VH6-130 & INSTALLATION,27050100,01_TGS,#,11253737,TTI,#,YK,422,Thailand,1,"25,320.79","25,320.79",1 AU,,,,,,,,,,,,,,,
P1/2414898740,11.2023,Not assigned,#,D,~ 148X210MM BLANKET LABEL,20350103,01_IAP,72082,7562825,TCD,#,NB,1554,PR of China,1,47.84,47.84,"1,500 PCE",,,,,,,,,,,,,,,
P1/2414898751,11.2023,Not assigned,#,I,SECESPOL HELICAL COIL EXCH 4.9M2,36040104,01_TGS,#,7680530,TCI,#,NB,1554,PR of China,1,"37,100.27","37,100.27",3 PCE,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,P5200 signed,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,"5,653.93","5,653.93",7 SET,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,P5700 334ned3CA,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,"4,376.26","4,376.26",2 SET,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,P5700 340ned3CA,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,"12,177.04","12,177.04",5 SET,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,P8100 N2H4ed3,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,"2,065.39","2,065.39",1 SET,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,P8100 NH3ned,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,"1,889.12","1,889.12",1 SET,,,,,,,,,,,,,,,
P1/2414898753,11.2023,Not assigned,#,I,?:€/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,27159098,01_TGS,#,7798659,TCI,#,YK,1554,PR of China,1,543.24,543.24,1 PCE,,,,,,,,,,,,,,,,,,,,
P1/2414898761,11.2023,Not assigned,#,I,???6\ 1270*1270/30*5MM,36129000,01_TGS,#,8252498,TCI,#,YK,1554,PR of China,1,"9,832.68","8,701.49",27 PCE,,,,,,,,,,,,,,,
P1/2414898764,11.2023,Not assigned,#,I,???BUTTERFLYVALVE DN400 PN10 1.4408,37019900,01_TGS,#,6256460,TCI,#,YK,1554,PR of China,1,"5,283.92","5,283.92",1 AU,,,,,,,,,,,,,,,
P1/2414898772,11.2023,Not assigned,#,I,CPK40-V-160d2YVALV,36040102,01_TGS,#,8104871,TCI,#,YK,1554,PR of China,1,"41,308.93","41,308.93",1 SET,,,,,,,,,,,,,,,
P1/2414898894,11.2023,4600008495,X,D,~,20350103,01_IAP,72082,7562825,TCD,#,NB,1554,PR of China,1,"3,243.36","2,870.23","90,000 PCE",,,,,,,,,,,,,,,
P1/2414898911,11.2023,4600013399,X,I,EX-ZONE CHECK AND EX-PROOF DEVICE CHECK,25141200,01_TGS,#,7104196,TCI,#,YK,1554,PR of China,1,"6,635.59","6,635.59",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR CA,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"3,325.14","3,325.14",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR CA PCR,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"3,325.14","3,325.14",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR CA SALES,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"6,475.28","6,475.28",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR CA UVR,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"3,325.14","3,325.14",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR EP,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"15,750.69","15,750.69",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR SC&L,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"3,325.14","3,325.14",1 AU,,,,,,,,,,,,,,,
P1/2414898941,11.2023,Not assigned,#,I,PARKING FEE FOR TPU,25270000,01_TGS,#,7207419,TWI,#,FO,1105,Taiwan,1,"3,150.14","3,150.14",1 AU,,,,,,,,,,,,,,,
P1/2414899049,11.2023,4400110872,#,I,VA48VA001 049,36419900,01_TGS,#,7327638,TCI,#,YK,1554,PR of China,1,"30,837.79","30,837.79",1 AU,,,,,,,,,,,,,,,
P1/2414899159,11.2023,Not assigned,#,I,CAMEL SCREW 92-MC-74-74,36090000,01_TGS,342326,11358066,TCI,#,NB,1554,PR of China,1,"9,975.48","9,975.48",12 PCE,,,,,,,,,,,,,,,
P1/2414899159,11.2023,Not assigned,#,I,CAMEL SCREW 92-MC-TL-64,36090000,01_TGS,342329,11358066,TCI,#,NB,1554,PR of China,1,"2,068.04","2,068.04",2 PCE,,,,,,,,,,,,,,,
P1/2414899159,11.2023,Not assigned,#,I,CAMEL SCREW 92-MC-TR-64,36090000,01_TGS,342327,11358066,TCI,#,NB,1554,PR of China,1,"2,068.04","2,068.04",2 PCE,,,,,,,,,,,,,,,
P1/2414899159,11.2023,Not assigned,#,I,ECCENTRIC SCREW 80/80-EXZ-04-20,36090000,01_TGS,342330,11358066,TCI,#,NB,1554,PR of China,1,"10,289.76","10,289.76",12 PCE,,,,,,,,,,,,,,,
P1/2414900264,11.2023,Not assigned,#,I,ACTIVE CARBON CPG-LF 12X40 FOR HCL,99995000,01_IAP,21746,11402197,TCD,#,NB,1554,PR of China,1,"5,207.55","5,207.55",36 BAG,,,,,,,,,,,,,,,
P1/2414900283,11.2023,Not assigned,#,I,AW11PA013 ed3 CP,36419900,01_TGS,#,7004179,TCI,#,YK,1554,PR of China,1,"25,403.71","25,403.71",1 AU,,,,,,,,,,,,,,,
P1/2414900351,11.2023,4600011375,X,I,PCS_B221 2351 CPG-L,22280000,01_TGS,#,7458770,TCI,#,YK,1554,PR of China,1,888.41,888.41,1 AU,,,,,,,,,,,,,,,
P1/2414900437,11.2023,Not assigned,#,I,STIRRER OF MX300,36090000,01_TGS,151646,7681067,TCG,#,NB,1705,PR of China,1,"11,373.91","11,373.91",1 PCE,,,,,,,,,,,,,,,
P1/2414900554,11.2023,Not assigned,#,I,UTILITY TIE-IN FOR PCS I TAP LAB,32030000,01_TGS,#,8411723,TCS,F,ZAR,1848,PR of China,1,"4,972.82","4,972.82",1 AU,,,,,,,,,,,,,,,
P1/2414900556,11.2023,Not assigned,#,I,qN?z????9(,25149290,01_TGS,#,11279499,TCS,F,ZAR,1848,PR of China,1,"7,783.62","7,783.62",1 AU,,,,,,,,,,,,,,,
P1/2414900639,11.2023,Not assigned,#,I,"PACKING; H:4950MM,T:0.1MM,316L",36010100,01_TGS,341432,7418503,TCI,#,NB,1554,PR of China,1,"6,026.79","6,026.79",1 SET,,,,,,,,,,,,,,,
P1/2414900661,11.2023,Not assigned,#,D,TDI C2 igned150MM,26040810,01_TGS,#,7624860,TCI,#,NB,1554,PR of China,1,"26,338.88","26,338.88",1 SET,,,,,,,,,,,,,,,
P1/2414900661,11.2023,Not assigned,#,D,?(?xD?9_TDI C2,26040810,01_TGS,#,7624860,TCI,#,NB,1554,PR of China,1,"1,986.61","1,986.61",1 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"BELT, GRIPNOTCH, BX-97, OUTSIDE LG.",36180000,01_TGS,83753855,7567033,TTI,#,NB,422,Thailand,1,787.9,787.9,8 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"BLADE 1.348"" WD*1.600"" LG*0.140"" TK.",36180000,01_TGS,83753227,7567033,TTI,#,NB,422,Thailand,1,"10,045.72","10,045.72",600 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"COUPLING VICTAULIC,07;E 88.9",36180000,01_TGS,113328,7567033,TTI,#,NB,422,Thailand,1,295.46,295.46,2 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"GASKET,12.30""*3.00""*1/8"" WHITE,EPDM,FDA",36180000,01_TGS,87095054,7567033,TTI,#,NB,422,Thailand,1,123.11,123.11,5 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"GASKET,14*11.50*1/16"",PP,OVERFLOW,POS.20",36180000,01_TGS,16866,7567033,TTI,#,NB,422,Thailand,1,443.19,443.19,6 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"GASKET,20.40""*12.90""*1/8"",WHITE,EPDM,FDA",36180000,01_TGS,87095038,7567033,TTI,#,NB,422,Thailand,1,300.39,300.39,2 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"GRAPHITE GASKET DA=176,DI=163,T=3",36180000,01_TGS,56636,7567033,TTI,#,NB,422,Thailand,1,615.55,615.55,10 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"GSK,1 PC BULB & CARRIER, SILICONE",36180000,01_TGS,83753936,7567033,TTI,#,NB,422,Thailand,1,"5,835.38","5,835.38",100 M,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"O-RING, 10.5""*11.0""*1/4"",BUNA.N,DASH#450",36180000,01_TGS,83753286,7567033,TTI,#,NB,422,Thailand,1,110.8,110.8,6 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"SCREEN,104 MICRON,NYLONRINGS",36180000,01_TGS,108819,7567033,TTI,#,NB,422,Thailand,1,"4,677.91","4,677.91",1 PCE,,,,,,,,,,,,,,,
P1/2414900896,11.2023,Not assigned,#,I,"SPRING, D=6.5",36180000,01_TGS,108820,7567033,TTI,#,NB,422,Thailand,1,"1,477.31","1,477.31",24 PCE,,,,,,,,,,,,,,,
P1/2414901486,11.2023,Not assigned,#,I,LED assigned6CRON,,27110000,01_TGS,#,6277857,TCI,#,YK,1554,PR of China,1,"2,673.35","2,673.35",20 PCE,,,,,,,,,,,,,,
P1/2414901486,11.2023,Not assigned,#,I,LED assigned6CRON,,27110000,01_TGS,#,6277857,TCI,#,YK,1554,PR of China,1,"10,025.07","10,025.07",75 PCE,,,,,,,,,,,,,,
P1/2414901491,11.2023,Not assigned,#,#,PU COMPOSITE SOLAR FRAME CONFERENCE,98200103,01_BSP,#,11332955,TCS,F,ZAR,1848,PR of China,1,634.98,634.98,1 AU,,,,,,,,,,,,,,,
P1/2414901502,11.2023,Not assigned,#,#,?????9???9,98200402,01_BSP,#,7908882,TCS,F,ZAR,1848,PR of China,1,"10,380.26","10,380.26",1 AU,,,,,,,,,,,,,,,
P1/2414901503,11.2023,Not assigned,#,#,SECONDMENT FOR IPR ONSITE SUPPORT,98200402,01_BSP,#,7207490,TCS,F,ZAR,1848,PR of China,1,"43,566.77","43,566.77",1 AU,,,,,,,,,,,,,,,
P1/2414901510,11.2023,Not assigned,#,I,"EXPANSION JOINT DN400 PN10,L=255MM",37920200,01_TGS,101741,7407935,TCI,#,NB,1554,PR of China,2,"5,891.79","5,891.79",6 PCE,,,,,,,,,,,,,,,
P1/2414902061,11.2023,Not assigned,#,#,ANSA LICENSE1NT DN400 P,98110107,01_BSP,#,7124698,TCS,F,ZAR,1848,PR of China,1,"20,268.21","20,268.21",1 EA,,,,,,,,,,,,,,,
P1/2414902811,11.2023,4600018917,X,I,DRYER FILTER EK-165S,36430900,01_TGS,82298836,7415091,TCI,#,NB,1554,PR of China,1,16.86,14.92,1 PCE,,,,,,,,,,,,,,,
P1/2414903057,11.2023,Not assigned,#,I,VALVES WZKC125-P1-CR,37010900,01_TGS,#,7769578,TCI,#,YK,1554,PR of China,1,"6,680.97","6,680.97",1 PCE,,,,,,,,,,,,,,,
P1/2414903100,11.2023,Not assigned,#,I,CPD assigned05-P1-CR0 PN10,,37020500,01_TGS,#,8252498,TCI,#,YK,1554,PR of China,1,"6,449.06","6,449.06",2 SET,,,,,,,,,,,,,,
P1/2414903208,11.2023,Not assigned,#,I,"BLOWER EX FILTER, 0532134779",36109204,01_TGS,#,7097932,TCG,#,NB,1705,PR of China,1,"6,753.44","6,753.44",12 PCE,,,,,,,,,,,,,,,
P1/2414903215,11.2023,Not assigned,#,I,L31 HEAT SEALING MACHINE FBH-32,36520000,01_TGS,#,11206968,TCG,#,YK,1705,PR of China,1,"7,700.10","7,700.10",1 SET,,,,,,,,,,,,,,,
P1/2414903300,11.2023,4600006760,X,I,TA07PA001 REPAIR,36419900,01_TGS,#,7529127,TCI,#,YK,1554,PR of China,1,"6,130.41","5,425.15",1 AU,,,,,,,,,,,,,,,
P1/2414903306,11.2023,4600011509,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,3,"11,708.12","11,708.12","30,000 PCE",,,,,,,,,,,,,,,
P1/2414903307,11.2023,4600015356,X,I,URC_PIC_PAINT FOR CUT IN EARTHING,25130100,01_TGS,#,7765394,TCI,#,YM,1554,PR of China,1,"10,491.37","10,491.37",1 AU,,,,,,,,,,,,,,,
P1/2414903308,11.2023,4600011509,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,2,"5,854.06","5,854.06","15,000 PCE",,,,,,,,,,,,,,,
P1/2414904298,11.2023,Not assigned,X,D,H2SO4 signe,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"6,319.62","6,319.62",28 EA,,,,,,,,,,,,,,,
P1/2414904298,11.2023,Not assigned,X,D,NACLOssign,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"5,416.83","5,416.83",40 EA,,,,,,,,,,,,,,,
P1/2414904310,11.2023,4400110872,X,I,EU10-VP002 10980R CUT IN,36419900,01_TGS,#,7327638,TCI,#,YK,1554,PR of China,1,"8,316.61","7,359.84",1 AU,,,,,,,,,,,,,,,
P1/2414904369,11.2023,Not assigned,#,#,ALTAIR HYPERWORKS,98110107,01_BSP,#,11310515,TCS,F,ZAR,1848,PR of China,1,"13,925.29","13,925.29",21 EA,,,,,,,,,,,,,,,
P1/2414904662,11.2023,Not assigned,#,D,WATER LANCE FOR LECHLER,20390307,01_IAP,326563,11371565,TCI,#,NB,1554,PR of China,1,"4,029.66","4,029.66",4 SET,,,,,,,,,,,,,,,
P1/2414904812,11.2023,Not assigned,#,I,????b?hMOCKUP??,36040101,01_TGS,#,7205913,TCI,#,YK,1554,PR of China,1,"6,376.05","5,642.52",1 AU,,,,,,,,,,,,,,,
P1/2414904816,11.2023,Not assigned,#,I,DS10WA003 GASKET 1160*1288/1040*1168*3.0,23070100,01_TGS,#,8280742,TCI,#,YK,1554,PR of China,1,"1,683.50","1,683.50",1 PCE,,,,,,,,,,,,,,,
P1/2414904845,11.2023,Not assigned,#,I,?:???{??U20231115,23320000,01_TGS,#,7146718,TCI,#,YK,1554,PR of China,1,"7,925.43","7,013.65",1 AU,,,,,,,,,,,,,,,
P1/2414904863,11.2023,Not assigned,#,I,COMPRESSOR ZR190KCE-TFD-522,36430900,01_TGS,82001108,11275591,TCI,#,NB,1554,PR of China,1,"3,602.47","3,188.02",2 PCE,,,,,,,,,,,,,,,
P1/2414904905,11.2023,Not assigned,#,I,PUD MIMIC PATCH PACKAGE-0001,27230200,01_TGS,#,7418120,TCI,#,YK,1554,PR of China,1,"37,607.79","37,607.79",1 AU,,,,,,,,,,,,,,,
P1/2414904931,11.2023,Not assigned,#,I,PUD MIMIC UPGRADE,27230200,01_TGS,#,7418120,TCI,#,YK,1554,PR of China,1,"26,940.83","26,940.83",1 AU,,,,,,,,,,,,,,,
P1/2414904943,11.2023,Not assigned,#,I,IQ23-1017-SHKSC-BEARING-0001040*1,36180000,01_TGS,#,7695770,TCI,#,YK,1554,PR of China,1,"16,301.30","14,425.93",3 SET,,,,,,,,,,,,,,,
P1/2414905196,11.2023,Not assigned,X,D,~ 210*149 BLANK LABEL,20350103,01_IAP,#,7562825,TCD,O,ZAR,1554,PR of China,1,95.64,95.64,"3,000 PCE",,,,,,,,,,,,,,,
P1/2414906121,11.2023,Not assigned,#,I,?x86TBED 1h/??,36010100,01_TGS,#,11275591,TCI,#,YK,1554,PR of China,1,"11,631.08","11,631.08",2 PCE,,,,,,,,,,,,,,,
P1/2414906168,11.2023,4600018781,X,I,UFCI ENVIRONMENTAL MONITORING,25149290,01_TGS,#,11402395,TCI,#,YK,1554,PR of China,1,"29,523.42","29,523.42",1 AU,,,,,,,,,,,,,,,
P1/2414906262,11.2023,Not assigned,#,I,"??h22?	",27200000,01_TGS,#,7522750,TCI,#,YK,1554,PR of China,1,"6,699.23","6,699.23",1 PAC,,,,,,,,,,,,,,,
P1/2414906262,11.2023,Not assigned,#,I,"??h32?	",27200000,01_TGS,#,7522750,TCI,#,YK,1554,PR of China,1,"9,784.10","9,784.10",1 PCE,,,,,,,,,,,,,,,
P1/2414906262,11.2023,Not assigned,#,I,"??h63?	",27200000,01_TGS,#,7522750,TCI,#,YK,1554,PR of China,1,"5,596.84","5,596.84",1 PAC,,,,,,,,,,,,,,,
P1/2414906262,11.2023,Not assigned,#,I,"??h82398109	",27200000,01_TGS,#,7522750,TCI,#,YK,1554,PR of China,1,"7,072.95","7,072.95",13 PCE,,,,,,,,,,,,,,,
P1/2414906359,11.2023,Not assigned,#,I,CUTTING KNIFE Z32RD-10662061,36180000,01_TGS,58429396,7695770,TCI,#,NB,1554,PR of China,1,"11,827.25","10,466.59",2 PCE,,,,,,,,,,,,,,,
P1/2414906359,11.2023,Not assigned,#,I,DIE PLATE MODEL7 72HOLE TC65 FACE MAAG,36180000,01_TGS,55925,7695770,TCI,#,NB,1554,PR of China,1,"23,755.53","21,022.59",1 SET,,,,,,,,,,,,,,,
P1/2414906360,11.2023,Not assigned,#,#,?'K?,98200103,01_BSP,#,11296534,TCS,#,YK,1848,PR of China,1,"11,043.57","11,043.57",1 AU,,,,,,,,,,,,,,,
P1/2414906379,11.2023,Not assigned,#,I,"BLADE, MAG-5052629",36180000,01_TGS,91696,7695770,TCI,#,NB,1554,PR of China,1,"25,937.40","22,953.45","1,350 PCE",,,,,,,,,,,,,,,
P1/2414906394,11.2023,Not assigned,#,I,ÿTDA??h????H1HV11/3004778989.01.001,23320000,01_TGS,#,11216546,TCI,#,YK,1554,PR of China,1,"17,199.75","15,221.01",1 AU,,,,,,,,,,,,,,,
P1/2414906417,11.2023,4600018854,X,I,?h? ??2024-1-1~2024-8-31,25029000,01_TGS,#,7318055,TCI,#,YK,1554,PR of China,1,"44,612.75","44,612.75",1 AU,,,,,,,,,,,,,,,
P1/2414906430,11.2023,Not assigned,#,I,"PTFE-BELLOW,DN400 L190, 146-225",37020500,01_TGS,85248600,7533876,TCI,#,NB,1554,PR of China,1,"6,755.65","6,755.65",2 PCE,,,,,,,,,,,,,,,
P1/2414906479,11.2023,Not assigned,#,I,COMB RING;DIAMETER 190, 146-22501.00,23079100,01_TGS,342437,11275591,TCI,#,NB,1554,PR of China,1,591.41,591.41,2 PCE,,,,,,,,,,,,,,
P1/2414906479,11.2023,Not assigned,#,I,O-RING;DIAMETER ER 190, 146-225,23079100,01_TGS,342435,11275591,TCI,#,NB,1554,PR of China,1,36.21,36.21,6 PCE,,,,,,,,,,,,,,
